,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,ORIGIN,DEST,TOTAL_PASSENGER
0,10005,11630,05A,FAI,122
1,10006,10170,06A,ADQ,8
2,10011,10011,1G4,1G4,9999
3,10011,10661,1G4,BLD,24757
4,10011,11399,1G4,DQS,4
5,10011,11869,1G4,GCN,45
6,10011,12745,1G4,KNB,0
7,10011,14081,1G4,PGA,0
8,10015,10170,A02,ADQ,18
9,10016,12184,A03,HOM,7
10,10030,10170,A17,ADQ,2
11,10033,10299,A20,ANC,0
12,10033,11555,A20,ENA,0
13,10033,14709,A20,SCC,0
14,10039,10299,A26,ANC,0
15,10039,11630,A26,FAI,0
16,10040,11630,A27,FAI,1
17,10041,10170,A28,ADQ,2
18,10042,10056,A29,A43,7
19,10042,10170,A29,ADQ,71
20,10056,10042,A43,A29,4
21,10056,10056,A43,A43,1
22,10056,10170,A43,ADQ,4
23,10056,10278,A43,ALZ,0
24,10056,11299,A43,DGB,3
25,10056,12705,A43,KKB,3
26,10056,12782,A43,KPR,1
27,10056,12785,A43,KPY,0
28,10056,12854,A43,KWP,0
29,10056,12869,A43,KZB,3
30,10056,15091,A43,SYB,5
31,10056,15446,A43,UGI,3
32,10065,12184,A52,HOM,15
33,10076,11630,A63,FAI,36
34,10085,12184,A72,HOM,2
35,10122,15249,AAF,TLH,0
36,10135,10135,ABE,ABE,0
37,10135,10397,ABE,ATL,71238
38,10135,10431,ABE,AVL,1
39,10135,10434,ABE,AVP,1
40,10135,10590,ABE,IFP,394
41,10135,10599,ABE,BHM,4
42,10135,10821,ABE,BWI,86
43,10135,10994,ABE,CHS,8
44,10135,11042,ABE,CLE,64
45,10135,11057,ABE,CLT,46145
46,10135,11193,ABE,CVG,0
47,10135,11292,ABE,DEN,0
48,10135,11433,ABE,DTW,38832
49,10135,11618,ABE,EWR,182
50,10135,11823,ABE,FWA,1
51,10135,11973,ABE,GPT,523
52,10135,11995,ABE,GSO,1
53,10135,11996,ABE,GSP,10
54,10135,12197,ABE,HPN,129
55,10135,12222,ABE,HTO,2
56,10135,12324,ABE,ILN,0
57,10135,12339,ABE,IND,0
58,10135,12478,ABE,JFK,0
59,10135,12889,ABE,LAS,118
60,10135,12917,ABE,LCK,0
61,10135,12953,ABE,LGA,22
62,10135,13204,ABE,MCO,157
63,10135,13244,ABE,MEM,0
64,10135,13360,ABE,MLB,1
65,10135,13577,ABE,MYR,10223
66,10135,13796,ABE,OAK,0
67,10135,13891,ABE,ONT,0
68,10135,13930,ABE,ORD,34118
69,10135,14082,ABE,PGD,22129
70,10135,14100,ABE,PHL,27072
71,10135,14112,ABE,PIE,21380
72,10135,14512,ABE,RFD,0
73,10135,14553,ABE,RME,0
74,10135,14716,ABE,SCK,0
75,10135,14730,ABE,SDF,0
76,10135,14761,ABE,SFB,49963
77,10135,15167,ABE,TEB,3
78,10135,15304,ABE,TPA,0
79,10135,15502,ABE,UTM,204
80,10135,15842,ABE,WRI,0
81,10136,10155,ABI,ACT,35
82,10136,10329,ABI,APF,1
83,10136,10590,ABI,IFP,447
84,10136,10817,ABI,BWD,0
85,10136,11109,ABI,COS,136
86,10136,11298,ABI,DFW,82324
87,10136,11563,ABI,ENV,588
88,10136,11719,ABI,FNL,110
89,10136,12896,ABI,LBB,130
90,10136,13158,ABI,MAF,60
91,10136,13303,ABI,MIA,0
92,10136,13342,ABI,MKE,0
93,10136,13476,ABI,MRY,1
94,10136,13851,ABI,OKC,155
95,10136,14057,ABI,PDX,86
96,10139,11411,ABL,DRG,0
97,10139,12268,ABL,IAN,22
98,10139,12844,ABL,KVL,8
99,10139,13806,ABL,OBU,98
100,10139,13873,ABL,OME,4
101,10139,13942,ABL,ORV,47
102,10139,13970,ABL,OTZ,1584
103,10139,14485,ABL,RDB,48
104,10139,14804,ABL,SHG,179
105,10139,15478,ABL,UNK,0
106,10139,15785,ABL,WLK,96
107,10139,15861,ABL,WTK,9
108,10140,10185,ABQ,AEX,0
109,10140,10257,ABQ,ALB,59
110,10140,10272,ABQ,ALS,216
111,10140,10279,ABQ,AMA,45
112,10140,10397,ABQ,ATL,138951
113,10140,10423,ABQ,AUS,12079
114,10140,10529,ABQ,BDL,17
115,10140,10590,ABQ,IFP,833
116,10140,10599,ABQ,BHM,492
117,10140,10693,ABQ,BNA,630
118,10140,10713,ABQ,BOI,473
119,10140,10721,ABQ,BOS,1290
120,10140,10792,ABQ,BUF,165
121,10140,10800,ABQ,BUR,2314
122,10140,10821,ABQ,BWI,75429
123,10140,10994,ABQ,CHS,142
124,10140,11042,ABQ,CLE,157
125,10140,11057,ABQ,CLT,690
126,10140,11066,ABQ,CMH,121
127,10140,11085,ABQ,CNM,1411
128,10140,11140,ABQ,CRP,199
129,10140,11233,ABQ,CYS,0
130,10140,11259,ABQ,DAL,158905
131,10140,11267,ABQ,DAY,18
132,10140,11278,ABQ,DCA,5226
133,10140,11292,ABQ,DEN,216768
134,10140,11298,ABQ,DFW,254525
135,10140,11413,ABQ,DRO,0
136,10140,11423,ABQ,DSM,13
137,10140,11433,ABQ,DTW,221
138,10140,11481,ABQ,ECP,34
139,10140,11540,ABQ,ELP,250
140,10140,11563,ABQ,ENV,727
141,10140,11618,ABQ,EWR,101
142,10140,11637,ABQ,FAR,5
143,10140,11638,ABQ,FAT,137
144,10140,11697,ABQ,FLL,599
145,10140,11711,ABQ,FMN,0
146,10140,11721,ABQ,FNT,3
147,10140,11775,ABQ,FSD,150
148,10140,11884,ABQ,GEG,413
149,10140,11973,ABQ,GPT,64
150,10140,11986,ABQ,GRR,83
151,10140,12003,ABQ,GTF,0
152,10140,12018,ABQ,GUP,0
153,10140,12191,ABQ,HOU,108206
154,10140,12206,ABQ,HRL,5
155,10140,12264,ABQ,IAD,248
156,10140,12266,ABQ,IAH,84723
157,10140,12278,ABQ,ICT,303
158,10140,12339,ABQ,IND,838
159,10140,12391,ABQ,ISP,2
160,10140,12451,ABQ,JAX,17
161,10140,12478,ABQ,JFK,42306
162,10140,12883,ABQ,LAM,422
163,10140,12888,ABQ,LAR,133
164,10140,12889,ABQ,LAS,145447
165,10140,12892,ABQ,LAX,169862
166,10140,12896,ABQ,LBB,55
167,10140,12953,ABQ,LGA,189
168,10140,12954,ABQ,LGB,548
169,10140,12992,ABQ,LIT,3
170,10140,13061,ABQ,LRD,145
171,10140,13158,ABQ,MAF,58
172,10140,13198,ABQ,MCI,37608
173,10140,13204,ABQ,MCO,15518
174,10140,13232,ABQ,MDW,86404
175,10140,13244,ABQ,MEM,242
176,10140,13296,ABQ,MHT,616
177,10140,13342,ABQ,MKE,70
178,10140,13377,ABQ,MLU,133
179,10140,13487,ABQ,MSP,32508
180,10140,13495,ABQ,MSY,2033
181,10140,13796,ABQ,OAK,82577
182,10140,13829,ABQ,OGD,140
183,10140,13851,ABQ,OKC,45
184,10140,13871,ABQ,OMA,307
185,10140,13891,ABQ,ONT,455
186,10140,13930,ABQ,ORD,65017
187,10140,13931,ABQ,ORF,68
188,10140,14027,ABQ,PBI,13
189,10140,14057,ABQ,PDX,25928
190,10140,14100,ABQ,PHL,906
191,10140,14107,ABQ,PHX,319474
192,10140,14122,ABQ,PIT,27
193,10140,14193,ABQ,PNS,7
194,10140,14307,ABQ,PVD,346
195,10140,14492,ABQ,RDU,464
196,10140,14570,ABQ,RNO,1293
197,10140,14588,ABQ,ROW,84
198,10140,14635,ABQ,RSW,55
199,10140,14674,ABQ,SAF,0
200,10140,14679,ABQ,SAN,72175
201,10140,14683,ABQ,SAT,2095
202,10140,14689,ABQ,SBA,55
203,10140,14698,ABQ,SBP,4
204,10140,14730,ABQ,SDF,96
205,10140,14747,ABQ,SEA,56321
206,10140,14771,ABQ,SFO,20283
207,10140,14831,ABQ,SJC,4010
208,10140,14843,ABQ,SJU,11
209,10140,14869,ABQ,SLC,75871
210,10140,14893,ABQ,SMF,1700
211,10140,14908,ABQ,SNA,1433
212,10140,15016,ABQ,STL,918
213,10140,15051,ABQ,SVC,3753
214,10140,15304,ABQ,TPA,1330
215,10140,15370,ABQ,TUL,318
216,10140,15376,ABQ,TUS,509
217,10141,10590,ABR,IFP,174
218,10141,11637,ABR,FAR,0
219,10141,11775,ABR,FSD,0
220,10141,11898,ABR,GFK,0
221,10141,13487,ABR,MSP,26355
222,10141,14120,ABR,PIR,0
223,10146,10397,ABY,ATL,34181
224,10146,10599,ABY,BHM,0
225,10146,11298,ABY,DFW,0
226,10146,11308,ABY,DHN,42
227,10146,13204,ABY,MCO,0
228,10146,13303,ABY,MIA,0
229,10146,13495,ABY,MSY,0
230,10146,14027,ABY,PBI,0
231,10146,14112,ABY,PIE,0
232,10146,14193,ABY,PNS,0
233,10146,14635,ABY,RSW,0
234,10146,14730,ABY,SDF,0
235,10154,10257,ACK,ALB,1
236,10154,10414,ACK,AUG,3
237,10154,10529,ACK,BDL,6
238,10154,10535,ACK,BDR,61
239,10154,10540,ACK,BED,13
240,10154,10670,ACK,BLM,2
241,10154,10693,ACK,BNA,1
242,10154,10721,ACK,BOS,39163
243,10154,10815,ACK,BVY,2
244,10154,11278,ACK,DCA,10426
245,10154,11456,ACK,DXR,6
246,10154,11615,ACK,EWB,5555
247,10154,11618,ACK,EWR,3161
248,10154,11842,ACK,GAI,0
249,10154,12197,ACK,HPN,4662
250,10154,12222,ACK,HTO,12
251,10154,12250,ACK,HYA,19339
252,10154,12264,ACK,IAD,5
253,10154,12265,ACK,IAG,3
254,10154,12478,ACK,JFK,36119
255,10154,12916,ACK,LCI,2
256,10154,12953,ACK,LGA,2390
257,10154,13211,ACK,MCW,5
258,10154,13398,ACK,MMU,20
259,10154,13541,ACK,MVY,2114
260,10154,13987,ACK,OXC,20
261,10154,14255,ACK,PSF,1
262,10154,14306,ACK,PVC,2
263,10154,14307,ACK,PVD,0
264,10154,14492,ACK,RDU,1
265,10154,14875,ACK,SLK,10
266,10154,15030,ACK,SUA,3
267,10154,15167,ACK,TEB,2382
268,10154,15656,ACK,VWK,4
269,10154,15882,ACK,WWD,1
270,10154,16553,ACK,ME4,4
271,10155,10136,ACT,ABI,35
272,10155,10529,ACT,BDL,0
273,10155,10590,ACT,IFP,414
274,10155,11027,ACT,CKB,369
275,10155,11193,ACT,CVG,45
276,10155,11259,ACT,DAL,4
277,10155,11298,ACT,DFW,60929
278,10155,11423,ACT,DSM,219
279,10155,11563,ACT,ENV,293
280,10155,11618,ACT,EWR,0
281,10155,11637,ACT,FAR,37
282,10155,11726,ACT,FOE,214
283,10155,11973,ACT,GPT,382
284,10155,12055,ACT,GYY,0
285,10155,12266,ACT,IAH,0
286,10155,12896,ACT,LBB,27
287,10155,12953,ACT,LGA,74
288,10155,13290,ACT,MHK,284
289,10155,13341,ACT,MKC,114
290,10155,13851,ACT,OKC,147
291,10155,14107,ACT,PHX,293
292,10155,14307,ACT,PVD,110
293,10155,14683,ACT,SAT,0
294,10155,14814,ACT,SHV,82
295,10155,15016,ACT,STL,82
296,10155,15074,ACT,SWO,138
297,10157,10800,ACV,BUR,113
298,10157,10930,ACV,CEC,0
299,10157,14057,ACV,PDX,7615
300,10157,14487,ACV,RDD,465
301,10157,14489,ACV,RDM,8
302,10157,14771,ACV,SFO,61531
303,10157,14893,ACV,SMF,0
304,10158,10158,ACY,ACY,100
305,10158,10198,ACY,AGC,29
306,10158,10208,ACY,AGS,418
307,10158,10257,ACY,ALB,384
308,10158,10397,ACY,ATL,23895
309,10158,10581,ACY,BGR,63
310,10158,10654,ACY,BKW,2
311,10158,10721,ACY,BOS,13993
312,10158,10792,ACY,BUF,483
313,10158,10815,ACY,BVY,4
314,10158,10821,ACY,BWI,18
315,10158,10868,ACY,CAE,54
316,10158,10874,ACY,CAK,30
317,10158,10933,ACY,CEF,784
318,10158,10980,ACY,CHA,196
319,10158,10990,ACY,CHO,20
320,10158,10994,ACY,CHS,48
321,10158,11042,ACY,CLE,1412
322,10158,11057,ACY,CLT,930
323,10158,11066,ACY,CMH,516
324,10158,11146,ACY,CRW,197
325,10158,11193,ACY,CVG,165
326,10158,11267,ACY,DAY,252
327,10158,11433,ACY,DTW,14035
328,10158,11618,ACY,EWR,27
329,10158,11641,ACY,FAY,886
330,10158,11697,ACY,FLL,144503
331,10158,11728,ACY,FOK,1
332,10158,11764,ACY,FRG,2019
333,10158,11823,ACY,FWA,148
334,10158,11986,ACY,GRR,28
335,10158,11995,ACY,GSO,1126
336,10158,11996,ACY,GSP,553
337,10158,12264,ACY,IAD,68
338,10158,12266,ACY,IAH,3
339,10158,12323,ACY,ILM,176
340,10158,12390,ACY,ISO,451
341,10158,12391,ACY,ISP,90
342,10158,12451,ACY,JAX,178
343,10158,12898,ACY,LBE,1006
344,10158,12945,ACY,LEX,0
345,10158,13139,ACY,LYH,92
346,10158,13184,ACY,MBS,19
347,10158,13204,ACY,MCO,119484
348,10158,13230,ACY,MDT,60
349,10158,13296,ACY,MHT,283
350,10158,13303,ACY,MIA,0
351,10158,13577,ACY,MYR,53037
352,10158,13930,ACY,ORD,16218
353,10158,13931,ACY,ORF,775
354,10158,14027,ACY,PBI,27604
355,10158,14092,ACY,PGV,115
356,10158,14122,ACY,PIT,1237
357,10158,14307,ACY,PVD,431
358,10158,14321,ACY,PWM,370
359,10158,14492,ACY,RDU,1409
360,10158,14524,ACY,RIC,1219
361,10158,14574,ACY,ROA,194
362,10158,14576,ACY,ROC,133
363,10158,14635,ACY,RSW,84140
364,10158,14656,ACY,RWI,235
365,10158,14730,ACY,SDF,398
366,10158,14761,ACY,SFB,373
367,10158,15096,ACY,SYR,730
368,10158,15304,ACY,TPA,57761
369,10158,15323,ACY,TRI,238
370,10158,15412,ACY,TYS,112
371,10158,16133,ACY,YNG,885
372,10165,10299,ADK,ANC,2151
373,10165,11445,ADK,DUT,0
374,10170,10015,ADQ,A02,19
375,10170,10017,ADQ,A04,5
376,10170,10042,ADQ,A29,102
377,10170,10056,ADQ,A43,4
378,10170,10139,ADQ,ABL,0
379,10170,10170,ADQ,ADQ,57
380,10170,10243,ADQ,AKK,348
381,10170,10245,ADQ,AKN,126
382,10170,10278,ADQ,ALZ,58
383,10170,10299,ADQ,ANC,72034
384,10170,10304,ADQ,ANI,0
385,10170,10324,ADQ,AOS,49
386,10170,10416,ADQ,AUK,0
387,10170,10551,ADQ,BET,0
388,10170,10754,ADQ,BRW,0
389,10170,10917,ADQ,CDB,0
390,10170,10926,ADQ,CDV,0
391,10170,11299,ADQ,DGB,4
392,10170,11336,ADQ,DLG,0
393,10170,11445,ADQ,DUT,0
394,10170,11550,ADQ,EMK,0
395,10170,11555,ADQ,ENA,308
396,10170,11630,ADQ,FAI,0
397,10170,11973,ADQ,GPT,5
398,10170,12070,ADQ,HAR,3
399,10170,12184,ADQ,HOM,166
400,10170,12641,ADQ,KCQ,2
401,10170,12705,ADQ,KKB,93
402,10170,12721,ADQ,KLN,2546
403,10170,12743,ADQ,KMY,35
404,10170,12771,ADQ,KOY,50
405,10170,12772,ADQ,KOZ,898
406,10170,12782,ADQ,KPR,13
407,10170,12785,ADQ,KPY,24
408,10170,12831,ADQ,KUK,0
409,10170,12841,ADQ,KVC,0
410,10170,12854,ADQ,KWP,28
411,10170,12855,ADQ,KWT,0
412,10170,12866,ADQ,KYK,311
413,10170,12869,ADQ,KZB,7
414,10170,12870,ADQ,KZH,7
415,10170,13714,ADQ,NNK,100
416,10170,13863,ADQ,OLH,1154
417,10170,13873,ADQ,OME,0
418,10170,13934,ADQ,ORI,1034
419,10170,14709,ADQ,SCC,0
420,10170,14738,ADQ,SDP,14
421,10170,14804,ADQ,SHG,11
422,10170,14855,ADQ,SKJ,35
423,10170,14869,ADQ,SLC,1
424,10170,15091,ADQ,SYB,28
425,10170,15446,ADQ,UGI,17
426,10170,15579,ADQ,VDZ,0
427,10171,10216,ADS,AHN,0
428,10171,10397,ADS,ATL,0
429,10171,10581,ADS,BGR,0
430,10171,10747,ADS,BRO,0
431,10171,10800,ADS,BUR,4
432,10171,10819,ADS,BWG,0
433,10171,11049,ADS,CLL,0
434,10171,11140,ADS,CRP,2
435,10171,11252,ADS,DAB,0
436,10171,11259,ADS,DAL,0
437,10171,11415,ADS,DRT,0
438,10171,11540,ADS,ELP,0
439,10171,11834,ADS,FYV,2
440,10171,12191,ADS,HOU,2
441,10171,12197,ADS,HPN,1
442,10171,12217,ADS,HSV,0
443,10171,12264,ADS,IAD,0
444,10171,12278,ADS,ICT,0
445,10171,12574,ADS,TN8,1
446,10171,12884,ADS,LAN,0
447,10171,13061,ADS,LRD,0
448,10171,13485,ADS,MSN,0
449,10171,13796,ADS,OAK,0
450,10171,14696,ADS,SBN,0
451,10171,14761,ADS,SFB,0
452,10171,14783,ADS,SGF,0
453,10171,14831,ADS,SJC,0
454,10171,15412,ADS,TYS,0
455,10171,15919,ADS,XNA,0
456,10171,16091,ADS,YIP,0
457,10172,13296,ADW,MHT,0
458,10172,14492,ADW,RDU,0
459,10172,15249,ADW,TLH,0
460,10184,10247,AET,AKP,2
461,10184,10783,AET,BTT,9
462,10184,11214,AET,CXF,2
463,10184,11630,AET,FAI,1719
464,10184,11643,AET,FBK,18
465,10184,12214,AET,HSL,31
466,10184,12235,AET,HUS,30
467,10184,12868,AET,KYU,1
468,10184,13768,AET,NUL,9
469,10184,14559,AET,RMP,2
470,10184,15124,AET,TAL,4
471,10185,10136,AEX,ABI,0
472,10185,10185,AEX,AEX,0
473,10185,10397,AEX,ATL,51617
474,10185,10434,AEX,AVP,0
475,10185,10466,AEX,AZA,199
476,10185,10540,AEX,BED,556
477,10185,10721,AEX,BOS,0
478,10185,10747,AEX,BRO,197
479,10185,10781,AEX,BTR,39
480,10185,10792,AEX,BUF,0
481,10185,11111,AEX,COU,0
482,10185,11150,AEX,CSG,366
483,10185,11193,AEX,CVG,0
484,10185,11259,AEX,DAL,0
485,10185,11292,AEX,DEN,0
486,10185,11298,AEX,DFW,35436
487,10185,11540,AEX,ELP,2995
488,10185,11563,AEX,ENV,0
489,10185,11618,AEX,EWR,23
490,10185,12055,AEX,GYY,48
491,10185,12173,AEX,HNL,117
492,10185,12191,AEX,HOU,0
493,10185,12217,AEX,HSV,2
494,10185,12265,AEX,IAG,367
495,10185,12266,AEX,IAH,23729
496,10185,12339,AEX,IND,0
497,10185,12448,AEX,JAN,0
498,10185,12478,AEX,JFK,0
499,10185,12544,AEX,JQF,0
500,10185,12889,AEX,LAS,0
501,10185,12892,AEX,LAX,0
502,10185,12954,AEX,LGB,0
503,10185,13029,AEX,LNK,0
504,10185,13061,AEX,LRD,0
505,10185,13230,AEX,MDT,0
506,10185,13244,AEX,MEM,0
507,10185,13256,AEX,MFE,0
508,10185,13277,AEX,MGM,0
509,10185,13303,AEX,MIA,2
510,10185,13377,AEX,MLU,114
511,10185,13485,AEX,MSN,0
512,10185,13487,AEX,MSP,16
513,10185,13495,AEX,MSY,0
514,10185,13796,AEX,OAK,98
515,10185,13871,AEX,OMA,0
516,10185,13930,AEX,ORD,0
517,10185,14092,AEX,PGV,0
518,10185,14100,AEX,PHL,0
519,10185,14122,AEX,PIT,0
520,10185,14492,AEX,RDU,0
521,10185,14574,AEX,ROA,0
522,10185,14679,AEX,SAN,0
523,10185,14683,AEX,SAT,47
524,10185,14730,AEX,SDF,0
525,10185,14761,AEX,SFB,0
526,10185,15016,AEX,STL,0
527,10185,15070,AEX,SWF,386
528,10185,15153,AEX,TCL,0
529,10185,15249,AEX,TLH,0
530,10185,15370,AEX,TUL,0
531,10185,15570,AEX,VCV,0
532,10185,15919,AEX,XNA,0
533,10194,10397,AFW,ATL,0
534,10194,10423,AFW,AUS,0
535,10194,10559,AFW,BFI,0
536,10194,10599,AFW,BHM,0
537,10194,10800,AFW,BUR,0
538,10194,10817,AFW,BWD,0
539,10194,10994,AFW,CHS,0
540,10194,11042,AFW,CLE,0
541,10194,11267,AFW,DAY,0
542,10194,11292,AFW,DEN,0
543,10194,11298,AFW,DFW,0
544,10194,11540,AFW,ELP,0
545,10194,11618,AFW,EWR,0
546,10194,11697,AFW,FLL,0
547,10194,11721,AFW,FNT,0
548,10194,11823,AFW,FWA,0
549,10194,11996,AFW,GSP,0
550,10194,12206,AFW,HRL,0
551,10194,12266,AFW,IAH,0
552,10194,12278,AFW,ICT,0
553,10194,12339,AFW,IND,328
554,10194,12544,AFW,JQF,1241
555,10194,12878,AFW,LAF,0
556,10194,12892,AFW,LAX,0
557,10194,12896,AFW,LBB,0
558,10194,12954,AFW,LGB,0
559,10194,13061,AFW,LRD,0
560,10194,13158,AFW,MAF,0
561,10194,13198,AFW,MCI,0
562,10194,13204,AFW,MCO,0
563,10194,13244,AFW,MEM,0
564,10194,13461,AFW,MQY,152
565,10194,13487,AFW,MSP,0
566,10194,13495,AFW,MSY,0
567,10194,13796,AFW,OAK,0
568,10194,13851,AFW,OKC,0
569,10194,13891,AFW,ONT,0
570,10194,13930,AFW,ORD,0
571,10194,14057,AFW,PDX,0
572,10194,14107,AFW,PHX,0
573,10194,14109,AFW,PIB,148
574,10194,14275,AFW,PTK,0
575,10194,14588,AFW,ROW,0
576,10194,14679,AFW,SAN,0
577,10194,14683,AFW,SAT,0
578,10194,14730,AFW,SDF,0
579,10194,14747,AFW,SEA,0
580,10194,14814,AFW,SHV,0
581,10194,14842,AFW,SJT,0
582,10194,14869,AFW,SLC,0
583,10194,14908,AFW,SNA,0
584,10194,15016,AFW,STL,0
585,10194,15043,AFW,SUS,0
586,10194,15304,AFW,TPA,0
587,10194,15310,AFW,TPL,0
588,10194,15370,AFW,TUL,0
589,10194,16091,AFW,YIP,0
590,10198,11042,AGC,CLE,29
591,10198,11764,AGC,FRG,9
592,10198,13061,AGC,LRD,0
593,10198,14397,AGC,QMA,0
594,10198,15167,AGC,TEB,7
595,10198,15356,AGC,TTN,13
596,10204,10204,AGN,AGN,8
597,10204,12171,AGN,HNH,21
598,10204,12523,AGN,JNU,2103
599,10204,14828,AGN,SIT,9
600,10204,15231,AGN,TKE,20
601,10208,10158,AGS,ACY,82
602,10208,10397,AGS,ATL,171286
603,10208,10590,AGS,IFP,189
604,10208,10693,AGS,BNA,4
605,10208,10731,AGS,BQK,60
606,10208,10868,AGS,CAE,122
607,10208,10994,AGS,CHS,172
608,10208,11042,AGS,CLE,1
609,10208,11057,AGS,CLT,93621
610,10208,11278,AGS,DCA,1046
611,10208,11298,AGS,DFW,311
612,10208,11790,AGS,FTY,3
613,10208,11823,AGS,FWA,7
614,10208,11973,AGS,GPT,1008
615,10208,12953,AGS,LGA,800
616,10208,13139,AGS,LYH,5
617,10208,13244,AGS,MEM,101
618,10208,13360,AGS,MLB,2
619,10208,13461,AGS,MQY,15
620,10208,13930,AGS,ORD,317
621,10208,13931,AGS,ORF,3
622,10208,14100,AGS,PHL,577
623,10208,14112,AGS,PIE,0
624,10208,14193,AGS,PNS,5
625,10208,15304,AGS,TPA,55
626,10208,15502,AGS,UTM,30
627,10216,10135,AHN,ABE,1
628,10216,10397,AHN,ATL,29
629,10216,10693,AHN,BNA,30
630,10216,11049,AHN,CLL,44
631,10216,11111,AHN,COU,159
632,10216,12264,AHN,IAD,37
633,10216,12339,AHN,IND,1
634,10216,12451,AHN,JAX,154
635,10216,12945,AHN,LEX,187
636,10216,13244,AHN,MEM,158
637,10216,13931,AHN,ORF,40
638,10216,14397,AHN,QMA,48
639,10216,14430,AHN,QQT,0
640,10216,14576,AHN,ROC,76
641,10216,15304,AHN,TPA,0
642,10216,15323,AHN,TRI,37
643,10216,15412,AHN,TYS,143
644,10221,10925,AIA,CDR,3
645,10221,11292,AIA,DEN,2136
646,10224,11086,AIK,CNO,4
647,10224,15167,AIK,TEB,1
648,10225,10247,AIN,AKP,35
649,10225,10299,AIN,ANC,8
650,10225,10396,AIN,ATK,203
651,10225,10754,AIN,BRW,3478
652,10225,10775,AIN,BTI,25
653,10225,11630,AIN,FAI,1
654,10225,11844,AIN,GAL,7
655,10225,13767,AIN,NUI,1
656,10225,13873,AIN,OME,34
657,10225,13970,AIN,OTZ,9
658,10225,14102,AIN,PHO,46
659,10225,14125,AIN,PIZ,68
660,10225,14709,AIN,SCC,0
661,10225,15049,AIN,SVA,17
662,10225,15504,AIN,UTO,0
663,10225,15861,AIN,WTK,0
664,10237,10299,AKB,ANC,23
665,10237,11445,AKB,DUT,334
666,10241,10304,AKI,ANI,54
667,10241,10551,AKI,BET,1827
668,10241,12321,AKI,ILI,9
669,10241,12709,AKI,KKI,143
670,10241,12719,AKI,KLG,47
671,10241,12831,AKI,KUK,2
672,10241,12851,AKI,KWK,6
673,10241,12855,AKI,KWT,7
674,10241,13770,AKI,NUP,2
675,10241,14268,AKI,PTA,9
676,10241,15257,AKI,TLT,51
677,10243,10170,AKK,ADQ,362
678,10243,12635,AKK,KCG,4
679,10243,12772,AKK,KOZ,3
680,10243,13863,AKK,OLH,19
681,10245,10170,AKN,ADQ,29
682,10245,10243,AKN,AKK,21
683,10245,10245,AKN,AKN,0
684,10245,10299,AKN,ANC,25655
685,10245,10551,AKN,BET,69
686,10245,10770,AKN,A2K,43
687,10245,10917,AKN,CDB,26
688,10245,10926,AKN,CDV,8
689,10245,11053,AKN,CLP,11
690,10245,11336,AKN,DLG,1357
691,10245,11445,AKN,DUT,22
692,10245,11511,AKN,EGX,687
693,10245,12184,AKN,HOM,21
694,10245,12294,AKN,IGG,55
695,10245,12321,AKN,ILI,83
696,10245,12635,AKN,KCG,230
697,10245,12638,AKN,KCL,79
698,10245,12641,AKN,KCQ,173
699,10245,12720,AKN,KLL,128
700,10245,12721,AKN,KLN,9
701,10245,12748,AKN,KNK,6
702,10245,12784,AKN,KPV,249
703,10245,12819,AKN,KTN,43
704,10245,13003,AKN,LKK,4
705,10245,13467,AKN,MRI,1
706,10245,13715,AKN,NNL,8
707,10245,14119,AKN,PIP,207
708,10245,14167,AKN,PML,175
709,10245,14273,AKN,PTH,371
710,10245,14468,AKN,RBH,5900
711,10245,14738,AKN,SDP,27
712,10245,15293,AKN,TOG,9
713,10245,15448,AKN,UGS,71
714,10245,15478,AKN,UNK,1
715,10245,15841,AKN,WRG,14
716,10245,15853,AKN,WSN,31
717,10247,10184,AKP,AET,1
718,10247,10225,AKP,AIN,18
719,10247,10299,AKP,ANC,0
720,10247,10396,AKP,ATK,17
721,10247,10754,AKP,BRW,105
722,10247,10775,AKP,BTI,35
723,10247,10783,AKP,BTT,6
724,10247,11214,AKP,CXF,6
725,10247,11630,AKP,FAI,3296
726,10247,13767,AKP,NUI,17
727,10247,14102,AKP,PHO,4
728,10247,14125,AKP,PIZ,0
729,10247,15861,AKP,WTK,17
730,10257,10140,ALB,ABQ,69
731,10257,10158,ALB,ACY,210
732,10257,10299,ALB,ANC,4
733,10257,10397,ALB,ATL,122965
734,10257,10423,ALB,AUS,719
735,10257,10529,ALB,BDL,0
736,10257,10599,ALB,BHM,303
737,10257,10670,ALB,BLM,5
738,10257,10693,ALB,BNA,2545
739,10257,10713,ALB,BOI,0
740,10257,10721,ALB,BOS,6572
741,10257,10785,ALB,BTV,65
742,10257,10792,ALB,BUF,179
743,10257,10821,ALB,BWI,220252
744,10257,10874,ALB,CAK,109
745,10257,10994,ALB,CHS,222
746,10257,11042,ALB,CLE,84
747,10257,11057,ALB,CLT,113887
748,10257,11066,ALB,CMH,389
749,10257,11252,ALB,DAB,115
750,10257,11259,ALB,DAL,584
751,10257,11267,ALB,DAY,0
752,10257,11278,ALB,DCA,66328
753,10257,11292,ALB,DEN,2468
754,10257,11433,ALB,DTW,70347
755,10257,11540,ALB,ELP,11
756,10257,11618,ALB,EWR,51396
757,10257,11697,ALB,FLL,80145
758,10257,11726,ALB,FOE,46
759,10257,11764,ALB,FRG,8
760,10257,11898,ALB,GFK,36
761,10257,11973,ALB,GPT,113
